Transaction ID,Item ID,Customer ID,Purchase Date,Quantity,Rating
mWr9t2TLro,793224c3-7caf-4835-95a3-5a64f8435470,7a4bec32-ef1d-4579-8a49-4c6a0da3ef61,2023-06-25,4,3.4
ZyYbdhBeOP,952eef51-e646-4bb6-b821-03cbb70a61a8,92385625-8877-47a0-a164-b87c30fba051,2022-12-26,3,2.2
VcEUO9vdXh,3d0d5c7d-5d68-4094-8d95-c097473b709a,e51b016b-07bd-417d-a6d5-498bbb540d7f,2023-03-30,2,3.5
EmEz6wtncB,6f57d727-61e5-454e-bf76-a27c701f91ec,39f02574-e075-4136-911d-bb0acf5e6189,2022-10-18,4,2.8
nYqAnR9SUa,feae7cd0-6fea-47f4-b26e-45406ba45972,46c8d728-8a1d-4ec3-852c-3d1a384da479,2023-04-17,1,2.3
5OSPi9fcQL,a2dc50b8-9c25-475d-8e36-59d0d07d5640,b1d13f51-f90e-4543-a9bf-7c5efd30439f,2022-01-06,4,3.2
pTM2ApHcyA,0c6b9226-f437-48f1-ab5a-c3de2bcb8797,bc1ad190-5ee7-4bbe-afbc-4ae10e4c5374,2022-12-26,5,2.7
hI3MiDQF90,d9cb63f9-8b59-4012-a57f-e5a078ac14dc,082b84d5-e0f6-439a-83b6-835c14ccc27f,2022-09-16,1,4.5
3yqBBjVXkn,f3e0de34-d38c-4e3c-b3d2-cb334e0295ea,7622d381-f7d9-4524-862b-ba20c6c9fec1,2022-08-11,3,0.5
FK94WVvUe4,384743b3-4954-4322-b35a-4a2a8df598ef,7db02457-e86d-4b46-8913-b95429d463b9,2022-09-16,5,2.3
GBaNnDiYzV,e8613851-d5f7-43ee-8301-a8c36b1b61c5,5c203650-71df-4255-b44b-8acdb88e37dd,2023-05-05,4,1.6
wYoC9ugboq,7df4307b-0849-43fb-b7f1-6b400a0a57df,c20d071a-4f63-42fd-ab00-e13153b4e157,2022-10-09,1,4.2
NBxnk2eamx,7c1cfb52-00c0-423e-8c42-5a0851cd2252,e95d2e58-e750-481d-b6c9-33ec1c359760,2022-02-28,2,2.1
c7MMjl828b,bbd926c3-e6da-4011-ac09-8f58e7d7f9f8,3ace37a0-2026-447f-8cfe-1b50541da730,2022-11-01,3,1.9
nqaB7o7BoQ,5de01b13-006f-4519-965c-bdf103986285,9f42f7a4-a9cb-4596-9906-1b2ec9d1003f,2022-03-15,3,4.0
HykYVNpfMC,b2fd75b0-de3a-4d4f-ae3b-ca4a02b30ea5,64c1db33-6acd-4afa-bac3-80c93e7b04d7,2022-05-07,4,4.7
G9QjVV2bY7,39c38ff2-7bc7-4019-872a-cd9e4a46ebdb,227b09a2-f869-498b-b98a-865f02180ad7,2022-04-28,4,0.8
FuoYEv3HmH,793224c3-7caf-4835-95a3-5a64f8435470,7f8cb240-0d2c-40ae-afd9-5a13cb092e5d,2021-12-18,1,3.5
P6y4sVWdGu,aebdc8fb-76b0-41ef-a428-fd115a0b6480,7375fe98-bc3c-4d67-9c9a-ca89920a741a,2022-06-29,4,2.2
4089VZ0EcV,39091d92-2d7c-413f-bf2d-283600f7d3ca,62fb4bb3-c95e-4d5e-8a3f-f44507c2b0bc,2023-07-05,3,3.3
MEMhhbTdGr,4919b896-07b3-4cf6-803c-aae3ebb54025,1e925ca1-46fe-4563-aa9f-ca855d022bc3,2023-03-27,1,1.2
KsOIhtRnZt,3d8224fa-9e85-427b-9cf6-60ee6716ae0c,53a454f9-4acf-41be-830c-c48c18db6715,2021-11-12,3,4.2
hT77m8b4Mi,1e2aa202-75dd-4837-9925-dffc6361af45,77a90ef3-e30f-4ad9-9a1b-ab32459f6a1f,2023-06-11,5,1.3
DCV8YDE9jT,e0c5ad34-0fcf-4e3e-955a-169bf44e52b6,44190673-c238-4d45-bf4f-77e97282320c,2022-02-20,3,3.1
oi4xz8Xxyu,a0897a93-9bfb-4517-b7b1-df22cd6eecd6,310f9fca-441f-4ec4-9290-74a5e32b5004,2022-05-07,4,1.0
Zl4O2GpLRE,20d3ddfb-ceab-40d1-bae2-7982df53c84e,a1f39793-3baf-493a-8adf-a3abe8a46d91,2022-10-19,3,3.0
QIHnABGFMe,c5ebf39a-e96f-492d-96c5-b8ad41613caa,bf30815f-ff34-4389-9262-d7170ba73770,2022-06-04,1,4.5
TgTLbDFxoJ,e1640fb1-aa8b-474d-8280-5665d8d89b1d,866e60c6-695a-4fa8-994b-f6b22de05517,2022-02-14,2,4.9
dLMeYtAShR,3d0d5c7d-5d68-4094-8d95-c097473b709a,5d20f946-631a-4a92-a1ac-0b699be74263,2022-06-01,3,3.8
lkF0whxIjd,ec7ff441-46d0-4b26-be9f-1e3db62e5473,1d76281b-0299-42ed-9b74-0306c88458de,2022-03-25,4,0.7
7vR6ixnymZ,98c2e0c8-3962-44e7-aca9-214ecb42e9ef,63f44f9e-37e3-466d-bfd4-4cf2d62e4fcd,2022-09-21,2,2.3
O1YbkGvCtf,592019af-0cd9-41f2-87ba-7fac0d812f60,73cebb81-d42f-4065-88e3-d9698628b614,2022-08-07,3,1.8
Txkxv3VrNR,87ed3907-eccd-4fe2-87b7-0fab1ddcb15e,a1f2946e-5e83-4340-9de4-8637b377d2c0,2021-09-29,2,1.6
XF1v28LsOY,87ba7bb7-5c1d-4446-99ff-e65b0e58e931,78e68e2a-f4d7-400b-9e0d-522c0640322e,2022-08-14,2,4.9
bTFQnJbocD,a57b018c-c21b-4f3a-bcc1-a00d26918aa1,be03680c-cb1f-4f75-af5a-77a784b03b42,2022-12-19,3,3.7
cIowtOBpb9,8e5a3cd9-ddb4-49af-bc6f-84299d60ea1f,6326c632-d6bf-40ae-ae74-14f99d2205b7,2022-10-31,3,3.2
HG6YoWlD5r,04a77970-c732-4676-a901-644ddf36db7c,af7ee900-82db-4f16-9eaf-030362915df7,2023-09-02,4,2.6
5MEdT7isKR,7df4307b-0849-43fb-b7f1-6b400a0a57df,ceaf6043-f48f-4bd3-8c57-0c30b4a32ca4,2023-04-24,5,4.4
7inYdhaEqF,71628224-77a7-4267-ab7c-701feec73dcd,94370d75-2482-4d86-8d81-c4610bb8557a,2022-06-19,3,3.7
BWjGFLUtnS,0e0429de-702e-4041-a6ed-a37a648ad89b,4cd1ede3-fcb4-40a1-8d95-52552058e6cb,2022-04-23,4,2.6
DKs61SyEG8,5c5d3e73-ae21-425e-a55f-2a5e3032bea0,9abc5704-cb4b-4f32-a0c7-78c8dc7c761b,2023-06-23,3,1.7
48W9ihBTfj,e7642be2-8c7c-4646-b4a5-3a896c9f17b4,47e8a5ce-ae99-465a-8abc-5661845cfb49,2021-10-25,3,1.5
a7aDHPCeI8,7b8ac850-3460-400a-8f3f-172c93a81893,187e7ed7-5bdb-490f-bffa-941df2d3672f,2023-03-28,2,3.6
VQZLfByNXR,da81eb0d-58f6-432c-8330-354c08e18530,6e773ab7-0602-4e3d-ac83-7d97473a800e,2023-08-03,1,1.1
manpBepAT7,6f57d727-61e5-454e-bf76-a27c701f91ec,98d7813a-767e-450a-aa2c-32a49fa6c5f9,2022-02-13,5,0.9
f35bwMwPG2,275aaf00-fa8f-4479-9c3c-6926a87b9cf7,870d7c60-8952-4d1d-ad12-216d457e3002,2021-10-27,1,1.8
3M7Lv3QvjG,39091d92-2d7c-413f-bf2d-283600f7d3ca,9dcc6bd2-b51c-4081-9e74-f47e52ec6375,2023-05-04,4,3.7
DxZuKqd6kf,f3a13f65-a91e-49ea-b650-d2b090eaffd1,1bfc1637-2890-4a07-864e-46a50580c5c7,2021-12-04,4,2.8
6VZht7Pq6o,cebc0561-e72d-43e1-beb6-e05885a9a230,0211a20d-7192-4d33-9dd2-523380c2cea4,2023-07-22,2,2.6
J88GYN1JGq,3d2d37c0-ce0b-47a5-b829-2bcb3b555034,855f6f66-5fb9-4a24-8e92-42ffc8cb84ea,2022-07-10,4,3.4
jtuXIfvMdm,3c5b28de-a03f-44a2-9705-6a50ff712411,b91f7b9a-5b50-460b-a38f-552dffcb638f,2022-09-11,3,1.1
NpOhJsT6Yn,e52745b2-97d4-489d-9f60-2fd4392f1285,4336a44b-bfac-4dc0-afcd-ff4dd82090a0,2022-05-29,2,1.1
MAX096bAjO,72c0bdfc-1d1d-4d79-803f-064df1096470,0f66493c-24bd-49d5-b683-e2cf3ccb241c,2021-12-12,1,3.2
Hb86kLwyQz,adc86607-5031-4026-b37e-76dc48584114,a9ff716c-660b-47b8-8e76-f792dbac027a,2023-05-05,4,1.8
2bj2g1SIVt,98c2e0c8-3962-44e7-aca9-214ecb42e9ef,18c96ce5-7f29-4af4-9acc-fd18d40891be,2023-01-06,2,4.3
NRDV0LOdPF,04a77970-c732-4676-a901-644ddf36db7c,e0a187c1-5b0a-48a0-a13a-a6aa24e218d7,2022-07-29,3,1.1
rzO11WZ77m,2e809516-0451-49ac-84da-41154df0012f,a1f39793-3baf-493a-8adf-a3abe8a46d91,2023-05-30,4,3.4
4YxDuUSgsy,36820ff6-74a3-4125-aa9e-4d956d0f9be7,c309b715-0125-48d9-8378-b9c1ea96d374,2022-10-03,3,0.8
rZIVvfm6Ff,02df103e-d3e9-4ced-ae6c-ac57443d2e8b,cc93b00c-8249-4d66-b053-6f4d9bd5c69e,2022-12-04,2,2.1
1NUzwH8Lc7,9243f201-3235-45b8-839d-a60e47e6705d,a0fd863e-c9cd-41cf-97f1-fb8f4ba99219,2022-11-06,4,1.8
lte1VMiQxq,e1640fb1-aa8b-474d-8280-5665d8d89b1d,336f1b8a-cada-499a-80b9-b7ba837a9c6f,2022-03-28,4,1.8
H4cej7F3Xm,02df103e-d3e9-4ced-ae6c-ac57443d2e8b,9f08f88b-3657-4424-9a83-dae3e446881d,2022-02-17,5,1.2
1Y06gtCH3Q,2c15d31e-bdd2-4596-aa43-edf4e020db89,c8a46378-9e35-4b35-87e6-ab573dbde49f,2022-02-28,1,1.7
f4DTKgtVvi,d9942ff1-3e01-4bdb-8a0c-b0f2c50cb08b,e0a187c1-5b0a-48a0-a13a-a6aa24e218d7,2021-10-17,2,2.0
Osh8wph1ky,6cb64d43-3d8d-42a1-89db-ebcc088a0b57,0fdd773c-6d9e-4d01-96e6-0fc417a3c9e1,2022-07-09,4,4.6
aECpv5vktf,4919b896-07b3-4cf6-803c-aae3ebb54025,b51988e4-e734-4290-95a0-10255e0f0f64,2023-08-09,4,3.8
qcyLVXbNJB,e52745b2-97d4-489d-9f60-2fd4392f1285,5635387c-4bb3-4a3e-91fd-8371bd8d75b5,2022-01-28,2,0.9
PPrQnEkJVO,861efadb-b50b-4584-a874-c3f8e28fe471,6b9c90d5-4eb3-445e-969b-828984ecd132,2023-02-06,1,2.0
y91ifVedTU,e7642be2-8c7c-4646-b4a5-3a896c9f17b4,9c438ffe-39f5-4d71-8bae-bd2eeeb159bd,2021-09-15,1,2.5
AGGVHZ0Lto,97e0ce5a-a9e4-4457-905e-b379f0ab0f5e,e196e87a-43ee-44ec-a991-9db05f7cf911,2022-06-17,2,3.2
u1rALabZp9,1bd66c7a-169f-4c4d-8e64-10bf0959f4f9,7fed4494-c9b6-45b2-983e-c1487c523a53,2021-10-11,2,3.5
KWmFZH8Pck,275aaf00-fa8f-4479-9c3c-6926a87b9cf7,52d2a333-3daa-40c2-b843-572f4ef2fd17,2023-07-12,2,3.7
lRw0RY4bX7,7ebd7b49-b520-41ae-8493-65464575d9e1,39f02574-e075-4136-911d-bb0acf5e6189,2022-05-23,3,4.7
vUP6hgboAK,1e2aa202-75dd-4837-9925-dffc6361af45,d4df846d-a60b-4ff2-ae6e-b6596cd43614,2021-10-22,3,2.3
sTYkGXsbEK,dcc11d19-c063-4851-945e-f23041a78e01,671a94e8-90b2-42ae-b51d-da3ee072bef9,2022-02-24,4,3.9
LGg6kYyOhZ,e9f21936-be64-437e-837b-00eadb4a68c9,6da67f0b-da92-4812-b0aa-9c753829806e,2022-09-01,5,1.1
VyBxm4rd0H,d1e8f1b8-fe08-44e3-9d0b-c41448df4fc7,be1a6693-39df-4b26-a8d9-de898c9125e9,2021-12-31,5,2.9
n7H66biAbA,e2bd8a65-bfba-41b3-892f-09972cfb15ce,8ad1a8f2-a8f7-464c-8498-b1205f87539b,2022-10-25,3,1.0
zwTXC9nriN,04a77970-c732-4676-a901-644ddf36db7c,b0724fe5-1c12-4061-b125-708aab12594c,2022-02-19,1,3.9
oR0JkLrA2Z,1e96b906-4ea2-44c6-add8-04f9a583d7be,2b336abf-4d8c-4c75-aa3e-f8caf1b56db8,2023-08-07,2,3.8
3A61JpPj51,688545f6-8978-4808-96e0-bb00f60612e6,9925f06a-6ba5-44b7-b128-479852476c4c,2022-03-13,3,3.9
q2aaUODaBc,02df103e-d3e9-4ced-ae6c-ac57443d2e8b,d66bfd9f-0fb9-4fc1-bc5f-a816e04acc91,2023-01-06,4,3.0
EsRnulBsfx,317f92fe-205d-402d-8ac5-b7bcc27aa729,2b8376dd-7f5e-4cd9-b243-a36d604cb72b,2022-01-12,5,3.6
gbYhPglLdZ,e9f21936-be64-437e-837b-00eadb4a68c9,36f34e64-de04-44c6-8a9f-755e308d3545,2022-08-30,5,4.2
2nB1FO2HVi,d82ba51b-01f7-4095-b942-b3935727dfd1,65575407-4091-4eb6-b139-b7b575fd0d53,2023-06-14,3,1.4
EOj4bgkfSG,0c6b9226-f437-48f1-ab5a-c3de2bcb8797,17041f04-28f6-4521-b718-de57eaaecc52,2023-01-26,2,1.9
hCkadiZhdW,41ed7e23-487e-4500-9621-8d46a494162e,2b282ed8-685f-4d91-8927-fd2068f8387b,2021-10-11,2,4.7
SSxcSfRnpF,97e0ce5a-a9e4-4457-905e-b379f0ab0f5e,bc1ad190-5ee7-4bbe-afbc-4ae10e4c5374,2021-09-18,5,3.2
9mzSVjkt67,f3fe7e59-d8d4-45f3-a8e2-672660d7c3b6,dd7b3735-24de-4290-99fc-0a66a437f785,2022-07-13,2,2.0
vkeiyr3LC0,384743b3-4954-4322-b35a-4a2a8df598ef,a1f2946e-5e83-4340-9de4-8637b377d2c0,2023-09-14,4,0.7
3TqNmDt8z3,72dfe388-b62d-4533-905b-4777a3a5a78b,4f2acd3d-960c-4f4c-9fff-61c0fbd8b771,2023-09-13,2,4.7
PARzefGOqc,72dfe388-b62d-4533-905b-4777a3a5a78b,f6a8f30d-633b-48bc-afd0-fea2f622c7e2,2022-11-15,4,4.3
n5SSiNM9gu,df77ca8d-ec18-40aa-ac4a-bcee688f69f1,94116f7e-3ca2-420e-93c8-e224c008aa61,2022-12-24,3,1.9
qUa0xolINr,aa36d271-2e0e-4918-b848-127bec1cfbcf,9aafb72a-8879-46c9-a62d-d9222930a81f,2022-11-28,5,4.0
yUMhsDb4Jd,289dbb79-7d38-4ad2-8d4d-60398857359c,4965417f-c4c2-43d1-991f-e0159ba87c42,2022-05-07,5,3.1
nrvKqqnAb6,fc088d17-5a73-46ed-9a97-ee2d3259b147,46c8d728-8a1d-4ec3-852c-3d1a384da479,2022-04-10,1,3.9
XzbyWhsMZQ,3c5b28de-a03f-44a2-9705-6a50ff712411,11a7ab90-7a45-483a-a6f0-b23afc7df91a,2022-01-17,1,0.8
GGLiBxV7ts,44b4e4ad-fa5f-44fd-9e07-cd4ca646d1cc,800687a8-fd17-454c-b54c-a4ce52d8aa99,2022-10-14,3,3.0
qu6x7nhXaS,900d7870-6ecd-4ae1-9065-100108ac6c7d,6c05f429-219a-4a70-b893-1818f8fdfe2a,2022-02-09,1,3.1
SdkpI1pxxm,7539cd1d-203a-4336-ae9c-9a2a5cb20fc5,db650cb0-205d-4e9b-9964-0a19c316ff1f,2022-12-26,5,2.6
TIygbUJP1x,0d074bb0-3dbb-460e-acf1-a1c0f324fd51,3789fad1-52ac-4393-8071-b601e1a5829b,2022-10-27,1,1.8
UJBAMmrQMR,30859228-fb6e-43e7-94a4-a243568f0c08,3060a260-8fe7-412f-82ae-32c9b12283a8,2021-09-27,4,1.2
yE8ZRiu7xH,39091d92-2d7c-413f-bf2d-283600f7d3ca,14c02342-6386-4724-9ed9-cff7c4ad4256,2022-10-31,3,4.5
1gKhcvluO1,8aa63377-3c25-46a1-afef-05dfd30f600c,c578912c-c459-4c9e-adb1-4509234afd0f,2022-09-30,3,3.7
